Need for ART by age			
	Bangladesh		
 75-79 	106.834489	77.662418	29.172071
 80+ 	65.149566	47.507710	17.641856
Total	4979.400785	3434.619841	1544.780944
2044			
 0-4	16.638975	8.554246	8.084729
 5-9	15.905631	8.314174	7.591458
 10-14 	16.384007	8.735547	7.648460
 15-19 	23.196311	12.298892	10.897419
 20-24 	93.951402	53.123533	40.827868
 25-29 	322.211842	198.469863	123.741979
 30-34 	575.969692	376.194535	199.775157
 35-39 	758.204295	521.628235	236.576060
 40-44 	755.292472	540.118149	215.174323
 45-49 	673.173135	489.407059	183.766075
 50-54 	475.576134	342.409469	133.166665
 55-59 	369.832880	256.428578	113.404303
 60-64 	311.999615	213.130722	98.868893
 65-69 	237.832389	166.648697	71.183692
 70-74 	162.361186	117.247777	45.113409
 75-79 	111.330212	80.822153	30.508059
 80+ 	71.442817	51.979319	19.463499
Total	4991.302996	3445.510947	1545.792049
2045			
 0-4	16.635760	8.552954	8.082806
 5-9	15.911679	8.317184	7.594495
 10-14 	15.908940	8.482311	7.426629
 15-19 	23.109191	12.251989	10.857203
 20-24 	93.809530	53.034025	40.775505
 25-29 	318.600036	196.454863	122.145174
 30-34 	571.796924	373.730895	198.066029
 35-39 	757.429147	520.101301	237.327847
 40-44 	751.488859	537.024545	214.464315
 45-49 	676.360252	491.947881	184.412370
 50-54 	476.958521	344.779868	132.178653
 55-59 	364.759857	254.610537	110.149321
 60-64 	311.063969	212.547433	98.516536
 65-69 	244.315469	170.706892	73.608576
 70-74 	170.533755	122.734468	47.799287
 75-79 	113.620211	82.325412	31.294799
 80+ 	77.939649	56.600062	21.339586
Total	5000.241751	3454.202619	1546.039132
2046			
 0-4	16.613235	8.541696	8.071540
 5-9	15.958418	8.341639	7.616779
 10-14 	15.508890	8.268825	7.240066
 15-19 	22.889458	12.133278	10.756179
 20-24 	93.722749	52.966877	40.755872
 25-29 	314.928900	194.377945	120.550955
 30-34 	567.396235	371.175124	196.221111
 35-39 	756.938892	518.966071	237.972821
 40-44 	746.777458	533.074702	213.702756
 45-49 	678.613990	493.642141	184.971850
 50-54 	479.266851	347.513462	131.753389
 55-59 	360.474339	253.399745	107.074593
 60-64 	308.262447	211.039789	97.222658
 65-69 	249.769253	174.047307	75.721946
 70-74 	177.726187	127.369102	50.357085
 75-79 	117.032161	84.688265	32.343896
 80+ 	84.529536	61.286012	23.243524
Total	5006.408999	3460.831980	1545.577019
2047			
 0-4	16.564956	8.517140	8.047817
 5-9	16.020228	8.374088	7.646139
 10-14 	15.225412	8.117336	7.108076
 15-19 	22.524362	11.936777	10.587584
 20-24 	93.476847	52.807527	40.669321
 25-29 	311.604639	192.451212	119.153427
 30-34 	563.723850	369.000686	194.723164
 35-39 	754.892967	517.190623	237.702344
 40-44 	742.269324	529.040679	213.228645
 45-49 	679.742351	494.403124	185.339227
 50-54 	481.986156	350.251183	131.734973
 55-59 	357.195960	252.842213	104.353747
 60-64 	304.092370	208.955802	95.136568
 65-69 	254.015416	176.571519	77.443897
 70-74 	184.813747	131.915613	52.898135
 75-79 	120.693971	87.182948	33.511023
 80+ 	91.106791	65.944864	25.161927
Total	5009.949347	3465.503335	1544.446012
2048			
 0-4	16.495449	8.481614	8.013835
 5-9	16.077120	8.404059	7.673060
 10-14 	15.058242	8.027860	7.030381
 15-19 	22.060205	11.686922	10.373283
 20-24 	92.990118	52.513962	40.476156
 25-29 	308.841543	190.792161	118.049382
 30-34 	559.345621	366.438082	192.907539
 35-39 	752.364107	515.242859	237.121248
 40-44 	738.689621	525.524756	213.164864
 45-49 	679.409063	494.014853	185.394209
 50-54 	484.691623	352.717636	131.973987
 55-59 	355.145505	252.998124	102.147381
 60-64 	299.137509	206.649411	92.488098
 65-69 	256.743816	178.142470	78.601346
 70-74 	191.540363	136.241229	55.299134
 75-79 	124.831535	89.938434	34.893101
 80+ 	97.586124	70.501398	27.084727
Total	5011.007562	3468.315832	1542.691731
2049			
 0-4	16.410203	8.437963	7.972240
 5-9	16.114377	8.423863	7.690514
 10-14 	14.990563	7.991555	6.999007
 15-19 	21.574177	11.424541	10.149636
 20-24 	92.259489	52.088611	40.170878
 25-29 	306.337533	189.244101	117.093432
 30-34 	554.780386	363.713419	191.066967
 35-39 	748.820485	512.851708	235.968777
 40-44 	736.700999	523.004910	213.696089
 45-49 	677.328682	492.269936	185.058746
 50-54 	487.134675	354.775285	132.359391
 55-59 	354.357653	253.823045	100.534609
 60-64 	293.950546	204.436281	89.514265
 65-69 	257.705824	178.678963	79.026861
 70-74 	197.783229	140.259881	57.523348
 75-79 	129.754255	93.171508	36.582746
 80+ 	103.689555	74.749705	28.939850
Total	5009.692632	3469.345275	1540.347358
2050			
 0-4	16.271805	8.366956	7.904849
 5-9	16.123898	8.429245	7.694653
 10-14 	14.993940	7.993403	7.000537
 15-19 	21.104695	11.171615	9.933080
 20-24 	91.341258	51.554219	39.787038
 25-29 	304.087406	187.808305	116.279101
 30-34 	550.191538	360.895022	189.296516
 35-39 	744.325766	510.014467	234.311299
 40-44 	735.727126	521.254219	214.472907
 45-49 	673.708496	489.257707	184.450788
 50-54 	489.102097	356.314768	132.787329
 55-59 	354.684757	255.196719	99.488038
 60-64 	288.999644	202.529000	86.470644
 65-69 	256.800436	178.187966	78.612470
 70-74 	203.345321	143.800350	59.544971
 75-79 	136.410573	97.608371	38.802202
 80+ 	108.353691	77.900968	30.452722
Total	5005.572445	3468.283299	1537.289145
