Incidence per 1000 by age and sex			
	Bangladesh		
 	Total	Male	Female
 80+ 	0.000000	0.000000	0.000000
Total	0.005888	0.008279	0.003492
2044			
 0-4	0.000953	0.000954	0.000952
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004092	0.004548	0.003613
 20-24 	0.011452	0.014604	0.008175
 25-29 	0.013453	0.018460	0.008338
 30-34 	0.012712	0.018263	0.007079
 35-39 	0.010764	0.015763	0.005705
 40-44 	0.008504	0.012373	0.004592
 45-49 	0.006409	0.009121	0.003675
 50-54 	0.004713	0.006640	0.002811
 55-59 	0.003566	0.005221	0.002002
 60-64 	0.003030	0.004786	0.001405
 65-69 	0.002981	0.004887	0.001218
 70-74 	0.003042	0.004726	0.001448
 75-79 	0.001683	0.003111	0.000330
 80+ 	0.000000	0.000000	0.000000
Total	0.005868	0.008256	0.003476
2045			
 0-4	0.000957	0.000958	0.000956
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004095	0.004551	0.003617
 20-24 	0.011462	0.014614	0.008184
 25-29 	0.013462	0.018470	0.008345
 30-34 	0.012720	0.018272	0.007086
 35-39 	0.010773	0.015773	0.005711
 40-44 	0.008506	0.012375	0.004595
 45-49 	0.006413	0.009124	0.003678
 50-54 	0.004721	0.006643	0.002814
 55-59 	0.003573	0.005223	0.002003
 60-64 	0.003031	0.004788	0.001406
 65-69 	0.002982	0.004890	0.001220
 70-74 	0.003039	0.004726	0.001449
 75-79 	0.001659	0.003088	0.000317
 80+ 	0.000000	0.000000	0.000000
Total	0.005846	0.008230	0.003460
2046			
 0-4	0.000961	0.000962	0.000961
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004097	0.004553	0.003620
 20-24 	0.011471	0.014622	0.008191
 25-29 	0.013469	0.018478	0.008352
 30-34 	0.012726	0.018279	0.007092
 35-39 	0.010779	0.015781	0.005717
 40-44 	0.008508	0.012376	0.004598
 45-49 	0.006416	0.009126	0.003680
 50-54 	0.004727	0.006645	0.002817
 55-59 	0.003581	0.005225	0.002005
 60-64 	0.003034	0.004790	0.001407
 65-69 	0.002982	0.004892	0.001221
 70-74 	0.003035	0.004729	0.001452
 75-79 	0.001653	0.003084	0.000315
 80+ 	0.000000	0.000000	0.000000
Total	0.005823	0.008203	0.003443
2047			
 0-4	0.000966	0.000967	0.000965
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004099	0.004553	0.003622
 20-24 	0.011477	0.014628	0.008198
 25-29 	0.013476	0.018483	0.008359
 30-34 	0.012731	0.018284	0.007098
 35-39 	0.010785	0.015785	0.005722
 40-44 	0.008511	0.012379	0.004602
 45-49 	0.006417	0.009126	0.003683
 50-54 	0.004731	0.006646	0.002819
 55-59 	0.003587	0.005226	0.002006
 60-64 	0.003037	0.004791	0.001408
 65-69 	0.002982	0.004893	0.001222
 70-74 	0.003031	0.004731	0.001453
 75-79 	0.001655	0.003087	0.000319
 80+ 	0.000000	0.000000	0.000000
Total	0.005800	0.008173	0.003425
2048			
 0-4	0.000971	0.000972	0.000970
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004099	0.004552	0.003624
 20-24 	0.011483	0.014632	0.008205
 25-29 	0.013482	0.018487	0.008365
 30-34 	0.012735	0.018287	0.007103
 35-39 	0.010789	0.015789	0.005726
 40-44 	0.008516	0.012383	0.004606
 45-49 	0.006418	0.009125	0.003685
 50-54 	0.004734	0.006645	0.002821
 55-59 	0.003594	0.005227	0.002007
 60-64 	0.003042	0.004792	0.001408
 65-69 	0.002982	0.004894	0.001223
 70-74 	0.003028	0.004732	0.001454
 75-79 	0.001662	0.003100	0.000325
 80+ 	0.000000	0.000000	0.000000
Total	0.005775	0.008142	0.003408
2049			
 0-4	0.000976	0.000977	0.000976
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004099	0.004551	0.003626
 20-24 	0.011487	0.014635	0.008211
 25-29 	0.013487	0.018489	0.008370
 30-34 	0.012737	0.018288	0.007107
 35-39 	0.010792	0.015791	0.005731
 40-44 	0.008520	0.012387	0.004610
 45-49 	0.006417	0.009122	0.003686
 50-54 	0.004735	0.006645	0.002822
 55-59 	0.003600	0.005227	0.002009
 60-64 	0.003048	0.004793	0.001409
 65-69 	0.002982	0.004895	0.001224
 70-74 	0.003026	0.004732	0.001454
 75-79 	0.001671	0.003116	0.000330
 80+ 	0.000000	0.000000	0.000000
Total	0.005749	0.008110	0.003389
2050			
 0-4	0.000977	0.000978	0.000976
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004100	0.004551	0.003628
 20-24 	0.011491	0.014638	0.008216
 25-29 	0.013493	0.018493	0.008376
 30-34 	0.012740	0.018291	0.007111
 35-39 	0.010796	0.015795	0.005735
 40-44 	0.008525	0.012391	0.004614
 45-49 	0.006417	0.009119	0.003688
 50-54 	0.004737	0.006645	0.002824
 55-59 	0.003606	0.005228	0.002011
 60-64 	0.003054	0.004794	0.001410
 65-69 	0.002983	0.004896	0.001225
 70-74 	0.003024	0.004732	0.001454
 75-79 	0.001666	0.003111	0.000331
 80+ 	0.000000	0.000000	0.000000
Total	0.005724	0.008078	0.003371
