Need for ART by age			
	India		
 35-39 	184441.495400	117490.675592	66950.819808
 40-44 	212739.696333	142011.005032	70728.691301
 45-49 	225035.722641	153296.954395	71738.768246
 50-54 	239711.428855	160498.809025	79212.619830
 55-59 	264664.821838	171032.646790	93632.175048
 60-64 	262544.710095	168432.641422	94112.068673
 65-69 	203290.999914	132727.579869	70563.420045
 70-74 	134345.895344	88676.585453	45669.309891
 75-79 	73674.257300	48399.334934	25274.922366
 80+ 	43923.960666	28588.465685	15335.494981
Total	2115841.703379	1363452.798407	752388.904972
2039			
 0-4	18647.126898	9675.990257	8971.136642
 5-9	7200.432165	3727.708906	3472.723259
 10-14 	9515.359312	4934.457559	4580.901753
 15-19 	15148.925831	7854.443166	7294.482665
 20-24 	21070.763617	10816.533999	10254.229618
 25-29 	65928.798253	36203.393971	29725.404282
 30-34 	132279.151643	78022.331366	54256.820277
 35-39 	185647.539111	118144.258172	67503.280939
 40-44 	215304.889917	143787.864281	71517.025637
 45-49 	225534.690447	154175.150002	71359.540445
 50-54 	234555.077937	158338.094097	76216.983840
 55-59 	256400.663268	166634.028774	89766.634493
 60-64 	262320.497529	167697.482069	94623.015460
 65-69 	211435.688685	137163.280760	74272.407925
 70-74 	142445.982484	93636.998199	48808.984286
 75-79 	79271.016412	51942.688447	27328.327965
 80+ 	48181.995330	31278.174076	16903.821254
Total	2130888.598839	1374032.878100	756855.720739
2040			
 0-4	18658.879823	9676.275376	8982.604447
 5-9	7591.256262	3927.427649	3663.828612
 10-14 	8390.372120	4349.030375	4041.341744
 15-19 	15564.957830	8062.152925	7502.804904
 20-24 	22389.312669	11478.991916	10910.320753
 25-29 	63112.737481	34753.416953	28359.320528
 30-34 	131986.550300	77726.585585	54259.964715
 35-39 	187012.829493	118804.701179	68208.128314
 40-44 	217541.414772	145338.171303	72203.243469
 45-49 	227113.058921	155619.787170	71493.271750
 50-54 	230707.480231	156935.096737	73772.383494
 55-59 	248023.560670	162376.888624	85646.672046
 60-64 	260067.528977	165946.860138	94120.668839
 65-69 	220521.557383	142172.149453	78349.407929
 70-74 	148625.789872	97229.003339	51396.786533
 75-79 	85106.749423	55601.134006	29505.615417
 80+ 	52772.111300	34164.975439	18607.135861
Total	2145186.147526	1384162.648168	761023.499359
2041			
 0-4	18588.591835	9635.151203	8953.440632
 5-9	8079.142967	4177.147699	3901.995268
 10-14 	7502.801940	3887.287062	3615.514878
 15-19 	15519.965425	8032.267623	7487.697802
 20-24 	23834.240643	12205.874744	11628.365900
 25-29 	61009.098834	33672.721138	27336.377696
 30-34 	130620.065819	76893.533649	53726.532169
 35-39 	188561.754275	119494.835823	69066.918452
 40-44 	219511.204139	146694.435175	72816.768964
 45-49 	229487.201086	157463.270523	72023.930563
 50-54 	228048.480207	156195.511761	71852.968447
 55-59 	240085.377184	158523.551632	81561.825552
 60-64 	256084.938282	163423.922791	92661.015491
 65-69 	226579.369447	145200.238591	81379.130856
 70-74 	156261.436843	101671.142292	54590.294551
 75-79 	91279.780338	59434.953126	31844.827212
 80+ 	57684.148809	37237.211489	20446.937320
Total	2158737.598073	1393843.056320	764894.541753
2042			
 0-4	18423.400965	9546.242129	8877.158836
 5-9	8578.479732	4432.709219	4145.770513
 10-14 	6969.343631	3609.371755	3359.971876
 15-19 	15041.895056	7779.797973	7262.097083
 20-24 	25249.503629	12916.978532	12332.525097
 25-29 	59658.876764	32977.441038	26681.435726
 30-34 	128430.209817	75656.477865	52773.731952
 35-39 	190193.473900	120162.445656	70031.028244
 40-44 	221172.551917	147834.851120	73337.700797
 45-49 	232293.522066	159506.896408	72786.625658
 50-54 	226518.928377	156069.219521	70449.708857
 55-59 	233067.728894	155290.504311	77777.224583
 60-64 	250653.250495	160330.060104	90323.190391
 65-69 	230782.172570	147082.235363	83699.937207
 70-74 	163775.861257	105935.396727	57840.464530
 75-79 	97828.969687	63459.266665	34369.703022
 80+ 	62895.164211	40475.312840	22419.851372
Total	2171533.332967	1403065.207223	768468.125744
2043			
 0-4	18176.330018	9416.378448	8759.951570
 5-9	9007.682925	4652.000366	4355.682559
 10-14 	6850.577344	3546.061474	3304.515870
 15-19 	14196.428287	7339.367809	6857.060477
 20-24 	26451.596021	13518.921396	12932.674626
 25-29 	59558.418807	32912.089616	26646.329191
 30-34 	125410.652859	74025.441570	51385.211288
 35-39 	191691.663276	120748.019150	70943.644126
 40-44 	222452.380346	148673.932455	73778.447892
 45-49 	235220.030922	161576.583107	73643.447815
 50-54 	226062.485111	156500.746559	69561.738552
 55-59 	227214.088548	152786.178438	74427.910110
 60-64 	244134.506752	156863.877604	87270.629148
 65-69 	233002.867544	147821.550790	85181.316754
 70-74 	171095.426396	109971.593293	61123.833103
 75-79 	104614.850947	67576.946485	37037.904462
 80+ 	68439.252610	43895.709377	24543.543233
Total	2183579.238713	1411825.397936	771753.840777
2044			
 0-4	17917.799237	9281.771931	8636.027306
 5-9	9300.178760	4800.653632	4499.525127
 10-14 	7053.359346	3648.714616	3404.644731
 15-19 	13192.377239	6819.152143	6373.225096
 20-24 	27289.635994	13935.671018	13353.964976
 25-29 	60601.253686	33413.097466	27188.156220
 30-34 	121850.668965	72163.024110	49687.644855
 35-39 	192430.178223	120920.750328	71509.427895
 40-44 	223929.145879	149510.503363	74418.642517
 45-49 	237940.005506	163497.330307	74442.675199
 50-54 	226691.876855	157483.843269	69208.033586
 55-59 	222622.511788	151020.644035	71601.867753
 60-64 	236980.130583	153266.750633	83713.379950
 65-69 	233279.313701	147527.685385	85751.628316
 70-74 	178352.154705	113873.941589	64478.213115
 75-79 	111156.984393	71474.384919	39682.599473
 80+ 	74321.973119	47497.923292	26824.049826
Total	2194909.547978	1420135.842037	774773.705941
2045			
 0-4	17695.496717	9166.752925	8528.743793
 5-9	9420.409895	4860.392633	4560.017262
 10-14 	7435.302402	3843.750554	3591.551847
 15-19 	12263.754332	6339.140024	5924.614308
 20-24 	27688.706221	14129.279416	13559.426804
 25-29 	61892.660685	34037.678006	27854.982679
 30-34 	119035.299904	70701.563859	48333.736045
 35-39 	191997.523337	120482.043659	71515.479678
 40-44 	225560.573972	150331.895796	75228.678176
 45-49 	240372.980873	165208.330883	75164.649990
 50-54 	228355.767828	158997.796478	69357.971350
 55-59 	219230.632407	149927.673651	69302.958756
 60-64 	229687.349140	149771.925913	79915.423227
 65-69 	231774.771407	146373.794497	85400.976911
 70-74 	186376.091537	118232.180324	68143.911213
 75-79 	116181.961054	74307.832984	41874.128070
 80+ 	80567.077571	51289.607191	29277.470380
Total	2205536.359283	1428001.638793	777534.720490
2046			
 0-4	17514.836289	9073.737582	8441.098707
 5-9	9366.525724	4830.401716	4536.124008
 10-14 	7913.069648	4088.117480	3824.952168
 15-19 	11521.514601	5955.852323	5565.662278
 20-24 	27643.988212	14097.805717	13546.182494
 25-29 	63283.990492	34710.814481	28573.176011
 30-34 	117036.358160	69669.015674	47367.342486
 35-39 	190409.383507	119450.870552	70958.512955
 40-44 	227359.533267	151155.103216	76204.430051
 45-49 	242573.236922	166737.999019	75835.237903
 50-54 	230788.664662	160888.404030	69900.260633
 55-59 	216934.740067	149426.083225	67508.656842
 60-64 	222761.747768	146613.119831	76148.627937
 65-69 	228738.590049	144562.201491	84176.388557
 70-74 	191916.652237	120999.959385	70916.692852
 75-79 	122459.957698	77863.710466	44596.247231
 80+ 	87238.615232	55305.559832	31933.055401
Total	2215461.404534	1435428.756021	780032.648513
2047			
 0-4	17394.075979	9011.751471	8382.324507
 5-9	9159.553345	4721.755886	4437.797459
 10-14 	8402.752217	4338.568569	4064.183648
 15-19 	11064.130713	5719.139408	5344.991305
 20-24 	27176.277989	13852.129425	13324.148564
 25-29 	64633.115525	35361.304463	29271.811062
 30-34 	115835.281195	69043.302240	46791.978955
 35-39 	187971.895586	117998.732483	69973.163103
 40-44 	229206.325566	151922.019566	77284.306001
 45-49 	244498.111808	168063.105722	76435.006085
 50-54 	233641.973184	162966.308594	70675.664590
 55-59 	215686.224648	149475.819004	66210.405644
 60-64 	216647.770930	143986.893892	72660.877038
 65-69 	224407.077645	142260.340680	82146.736965
 70-74 	195932.504979	122853.963208	73078.541771
 75-79 	128706.870498	81321.554074	47385.316424
 80+ 	94347.060304	59543.320726	34803.739578
Total	2224711.002110	1442440.009413	782270.992697
2048			
 0-4	17338.097487	8983.050526	8355.046962
 5-9	8849.758883	4560.622253	4289.136629
 10-14 	8824.294477	4553.815754	4270.478723
 15-19 	10942.227890	5653.976612	5288.251278
 20-24 	26342.160384	13421.557368	12920.603016
 25-29 	65769.465838	35904.442446	29865.023392
 30-34 	115860.366890	69025.932920	46834.433970
 35-39 	184768.239194	116199.037281	68569.201913
 40-44 	230839.716931	152544.101746	78295.615186
 45-49 	246070.110520	169096.662139	76973.448381
 50-54 	236620.230555	165069.700012	71550.530542
 55-59 	215436.596264	150030.327934	65406.268330
 60-64 	211573.314767	141995.083330	69578.231437
 65-69 	219093.619356	139634.706574	79458.912781
 70-74 	198316.864331	123803.492551	74513.371780
 75-79 	134865.153727	84644.520638	50220.633089
 80+ 	101816.427783	63948.884724	37867.543059
Total	2233326.645276	1449069.914810	784256.730467
2049			
 0-4	17336.977058	8982.501715	8354.475343
 5-9	8510.750492	4385.035017	4125.715475
 10-14 	9112.340753	4700.146254	4412.194499
 15-19 	11075.737833	5718.855391	5356.882442
 20-24 	25345.117405	12909.820960	12435.296445
 25-29 	66545.740988	36267.325246	30278.415742
 30-34 	116983.324113	69540.011235	47443.312878
 35-39 	181138.167980	114251.865379	66886.302601
 40-44 	231617.380340	152681.981903	78935.398437
 45-49 	247838.156826	170118.426879	77719.729947
 50-54 	239413.523852	167036.304150	72377.219703
 55-59 	216200.018712	151087.105255	65112.913457
 60-64 	207632.663192	140650.241920	66982.421271
 65-69 	213191.098839	136888.371712	76302.727127
 70-74 	199093.487647	123938.780092	75154.707555
 75-79 	141014.261734	87891.907773	53122.353961
 80+ 	109306.838091	68306.053816	41000.784275
Total	2241355.585855	1455354.734697	786000.851158
2050			
 0-4	17374.811840	9001.934697	8372.877143
 5-9	8206.222649	4227.774202	3978.448446
 10-14 	9231.769547	4759.512299	4472.257248
 15-19 	11348.646400	5854.658497	5493.987903
 20-24 	24410.956007	12430.611380	11980.344627
 25-29 	66885.803910	36411.342632	30474.461278
 30-34 	118302.461709	70142.771658	48159.690051
 35-39 	178361.068254	112779.681586	65581.386668
 40-44 	231123.008996	152134.597904	78988.411092
 45-49 	249724.069132	171089.554278	78634.514854
 50-54 	241921.931946	168789.888706	73132.043240
 55-59 	217898.494359	152604.242817	65294.251542
 60-64 	204725.783991	139859.151224	64866.632767
 65-69 	207064.431992	134165.799889	72898.632103
 70-74 	198288.120894	123330.170972	74957.949922
 75-79 	147636.969692	91408.838232	56228.131460
 80+ 	115854.901401	71990.480280	43864.421121
Total	2248359.452718	1460981.011253	787378.441465
