Incidence per 1000 by age and sex			
	Vietnam		
 0-4	0.001880	0.001879	0.001881
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.070708	0.085374	0.055310
 20-24 	0.202088	0.274467	0.125070
 25-29 	0.240979	0.346131	0.127482
 30-34 	0.230399	0.342488	0.108318
 35-39 	0.195071	0.296098	0.087381
 40-44 	0.152500	0.232360	0.070292
 45-49 	0.113328	0.170054	0.055943
 50-54 	0.083019	0.123938	0.042811
 55-59 	0.063300	0.097854	0.030609
 60-64 	0.053890	0.089698	0.021476
 65-69 	0.052337	0.091613	0.018664
 70-74 	0.051717	0.088441	0.021999
 75-79 	0.027564	0.058047	0.004797
 80+ 	0.000000	0.000000	0.000000
Total	0.096031	0.146877	0.046890
2045			
 0-4	0.001881	0.001880	0.001883
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.070347	0.084876	0.055103
 20-24 	0.201181	0.273382	0.124702
 25-29 	0.239877	0.344796	0.127104
 30-34 	0.229468	0.341081	0.107977
 35-39 	0.194643	0.294933	0.087136
 40-44 	0.152209	0.231611	0.070114
 45-49 	0.113112	0.169606	0.055839
 50-54 	0.082629	0.123217	0.042606
 55-59 	0.063111	0.097452	0.030507
 60-64 	0.053771	0.089345	0.021413
 65-69 	0.052187	0.091249	0.018606
 70-74 	0.051535	0.088074	0.021926
 75-79 	0.027442	0.057726	0.004759
 80+ 	0.000000	0.000000	0.000000
Total	0.095261	0.145758	0.046457
2046			
 0-4	0.001882	0.001881	0.001884
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.070084	0.084507	0.054951
 20-24 	0.200524	0.272629	0.124488
 25-29 	0.239119	0.343949	0.126890
 30-34 	0.228770	0.340163	0.107779
 35-39 	0.194424	0.294180	0.086999
 40-44 	0.152118	0.231078	0.070002
 45-49 	0.113001	0.169335	0.055790
 50-54 	0.082387	0.122727	0.042473
 55-59 	0.063006	0.097180	0.030439
 60-64 	0.053721	0.089119	0.021374
 65-69 	0.052129	0.091016	0.018573
 70-74 	0.051416	0.087829	0.021875
 75-79 	0.027402	0.057549	0.004754
 80+ 	0.000000	0.000000	0.000000
Total	0.094609	0.144817	0.046085
2047			
 0-4	0.001883	0.001881	0.001884
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.069936	0.084286	0.054874
 20-24 	0.200183	0.272275	0.124460
 25-29 	0.238750	0.343668	0.126865
 30-34 	0.228380	0.339817	0.107743
 35-39 	0.194450	0.293877	0.086980
 40-44 	0.152278	0.230862	0.069988
 45-49 	0.113080	0.169368	0.055829
 50-54 	0.082374	0.122586	0.042454
 55-59 	0.062994	0.097051	0.030406
 60-64 	0.053750	0.089039	0.021366
 65-69 	0.052172	0.090933	0.018568
 70-74 	0.051393	0.087738	0.021859
 75-79 	0.027436	0.057520	0.004777
 80+ 	0.000000	0.000000	0.000000
Total	0.094101	0.144088	0.045785
2048			
 0-4	0.001883	0.001882	0.001885
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.069885	0.084191	0.054864
 20-24 	0.200107	0.272238	0.124565
 25-29 	0.238662	0.343822	0.126977
 30-34 	0.228242	0.339918	0.107822
 35-39 	0.194633	0.293907	0.087044
 40-44 	0.152634	0.230937	0.070055
 45-49 	0.113347	0.169683	0.055940
 50-54 	0.082560	0.122750	0.042535
 55-59 	0.063039	0.097018	0.030388
 60-64 	0.053839	0.089074	0.021380
 65-69 	0.052292	0.090967	0.018584
 70-74 	0.051457	0.087777	0.021878
 75-79 	0.027513	0.057598	0.004800
 80+ 	0.000000	0.000000	0.000000
Total	0.093703	0.143526	0.045539
2049			
 0-4	0.001886	0.001884	0.001887
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.069904	0.084193	0.054898
 20-24 	0.200216	0.272417	0.124733
 25-29 	0.238738	0.344250	0.127165
 30-34 	0.228272	0.340308	0.107965
 35-39 	0.194871	0.294150	0.087151
 40-44 	0.153093	0.231208	0.070166
 45-49 	0.113713	0.170109	0.056071
 50-54 	0.082838	0.123064	0.042660
 55-59 	0.063108	0.097039	0.030369
 60-64 	0.053970	0.089182	0.021406
 65-69 	0.052461	0.091078	0.018611
 70-74 	0.051587	0.087902	0.021919
 75-79 	0.027589	0.057702	0.004804
 80+ 	0.000000	0.000000	0.000000
Total	0.093377	0.143069	0.045329
2050			
 0-4	0.001878	0.001877	0.001880
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.069991	0.084288	0.054972
 20-24 	0.200517	0.272835	0.124963
 25-29 	0.238990	0.344970	0.127431
 30-34 	0.228491	0.340998	0.108170
 35-39 	0.195177	0.294644	0.087307
 40-44 	0.153643	0.231689	0.070317
 45-49 	0.114160	0.170601	0.056209
 50-54 	0.083159	0.123465	0.042804
 55-59 	0.063217	0.097138	0.030361
 60-64 	0.054145	0.089368	0.021443
 65-69 	0.052672	0.091270	0.018650
 70-74 	0.051776	0.088111	0.021980
 75-79 	0.027634	0.057751	0.004789
 80+ 	0.000000	0.000000	0.000000
Total	0.093133	0.142740	0.045160
