Need for ART by age			
	South_Africa		
 0-4	11131.376735	5693.953532	5437.423203
 5-9	10453.831440	5425.220852	5028.610588
 10-14 	10735.180302	5662.505180	5072.675121
 15-19 	12980.652021	6222.764681	6757.887341
 20-24 	50414.715670	18058.718611	32355.997059
 25-29 	177171.088549	67278.577161	109892.511388
 30-34 	363908.097153	148439.400650	215468.696503
 35-39 	528450.780937	223588.072014	304862.708923
 40-44 	674189.657606	300209.956247	373979.701359
 45-49 	884740.351646	391238.605278	493501.746368
 50-54 	1068647.414791	457385.983322	611261.431469
 55-59 	1045877.622505	429038.415600	616839.206905
 60-64 	800284.437067	310017.005674	490267.431393
 65-69 	528404.859360	197471.544552	330933.314808
 70-74 	326136.432026	116617.813826	209518.618200
 75-79 	181781.486798	55817.454143	125964.032655
 80+ 	111824.835192	25429.043036	86395.792156
Total	6787132.819799	2763595.034358	4023537.785440
2039			
 0-4	11018.699183	5636.681981	5382.017202
 5-9	10255.588676	5322.668331	4932.920345
 10-14 	10637.407703	5613.099855	5024.307848
 15-19 	12942.932492	6208.727791	6734.204701
 20-24 	48657.098811	17144.876163	31512.222648
 25-29 	173607.692318	65468.003910	108139.688408
 30-34 	359422.320221	146407.383560	213014.936661
 35-39 	532957.448753	225893.475212	307063.973541
 40-44 	658183.393399	292485.163830	365698.229569
 45-49 	853063.924957	381112.420975	471951.503983
 50-54 	1038917.935257	446676.519829	592241.415428
 55-59 	1058609.651337	436914.571674	621695.079662
 60-64 	840953.971159	326520.614254	514433.356905
 65-69 	559018.146286	207389.574738	351628.571548
 70-74 	347380.915362	123762.125086	223618.790277
 75-79 	193933.032877	60435.114033	133497.918844
 80+ 	122679.768350	28230.744140	94449.024210
Total	6832239.927143	2781221.765362	4051018.161781
2040			
 0-4	10922.732874	5587.965319	5334.767554
 5-9	10089.409685	5236.930042	4852.479643
 10-14 	10496.161346	5540.750603	4955.410744
 15-19 	12968.362161	6228.738611	6739.623550
 20-24 	48484.139341	17075.680086	31408.459255
 25-29 	170657.763968	63941.630071	106716.133896
 30-34 	352962.974041	143226.591228	209736.382813
 35-39 	536271.319664	227977.094124	308294.225540
 40-44 	648561.025782	287155.410334	361405.615448
 45-49 	824469.755287	371829.169991	452640.585297
 50-54 	1004767.861519	434365.739647	570402.121872
 55-59 	1062733.510681	441186.602032	621546.908649
 60-64 	879174.462408	342747.567886	536426.894522
 65-69 	592469.773510	218707.542587	373762.230923
 70-74 	368368.019506	130191.376256	238176.643250
 75-79 	206937.603418	65246.428409	141691.175009
 80+ 	133921.750919	31217.773434	102703.977486
Total	6874256.626109	2797462.990659	4076793.635450
2041			
 0-4	10832.278208	5542.053799	5290.224409
 5-9	9943.488052	5161.664469	4781.823584
 10-14 	10310.210136	5444.236433	4865.973703
 15-19 	12938.718182	6220.229724	6718.488458
 20-24 	48091.515865	16900.136760	31191.379106
 25-29 	167098.543567	62090.667580	105007.875987
 30-34 	347405.449711	140381.958904	207023.490807
 35-39 	538056.848824	229378.363045	308678.485779
 40-44 	645235.188160	284836.802185	360398.385975
 45-49 	798604.780816	362704.953621	435899.827195
 50-54 	968955.900085	421856.360367	547099.539719
 55-59 	1058404.621044	441739.041420	616665.579624
 60-64 	912959.199705	357860.779615	555098.420090
 65-69 	628173.002534	230730.827018	397442.175516
 70-74 	389966.499676	136922.475594	253044.024082
 75-79 	220690.598561	70159.540242	150531.058319
 80+ 	145500.055395	34378.251522	111121.803873
Total	6913166.898522	2812308.342296	4100858.556226
2042			
 0-4	10737.369099	5493.802988	5243.566110
 5-9	9816.621355	5096.233936	4720.387419
 10-14 	10090.778572	5329.387413	4761.391159
 15-19 	12820.531257	6163.563456	6656.967801
 20-24 	47770.771794	16764.757965	31006.013829
 25-29 	163184.603211	60063.893193	103120.710019
 30-34 	341895.097092	137500.238274	204394.858818
 35-39 	538404.857727	230075.455147	308329.402580
 40-44 	647482.616703	285457.077148	362025.539555
 45-49 	775021.488920	353271.327938	421750.160982
 50-54 	934218.395790	410310.360229	523908.035561
 55-59 	1046023.669571	438713.602737	607310.066833
 60-64 	940719.339407	371060.953512	569658.385895
 65-69 	664819.345595	243665.810216	421153.535379
 70-74 	413255.178531	143930.255446	269324.923084
 75-79 	235228.220994	75133.308041	160094.912954
 80+ 	157454.211185	37713.193298	119741.017887
Total	6948943.096804	2825743.220939	4123199.875865
2043			
 0-4	10652.221310	5450.354844	5201.866466
 5-9	9706.796436	5039.620380	4667.176056
 10-14 	9869.366318	5212.883490	4656.482828
 15-19 	12704.442533	6106.535053	6597.907480
 20-24 	47539.607979	16679.432398	30860.175581
 25-29 	159731.197134	58297.524742	101433.672392
 30-34 	334654.920300	133758.461422	200896.458878
 35-39 	538763.466820	230695.318359	308068.148460
 40-44 	653493.235634	288167.064857	365326.170776
 45-49 	754104.827312	343797.634659	410307.192653
 50-54 	902247.086716	400305.931541	501941.155174
 55-59 	1026154.966267	432425.468102	593729.498165
 60-64 	961410.720749	381767.742788	579642.977961
 65-69 	701852.960067	257398.649464	444454.310603
 70-74 	437829.698605	151224.365816	286605.332788
 75-79 	250885.096803	80195.786207	170689.310596
 80+ 	169992.858585	41253.209621	128739.648964
Total	6981593.469566	2837775.983743	4143817.485823
2044			
 0-4	10575.160968	5410.805169	5164.355799
 5-9	9612.972464	4991.275856	4621.696608
 10-14 	9682.547789	5114.517183	4568.030605
 15-19 	12586.370807	6048.165170	6538.205637
 20-24 	47355.990975	16617.830170	30738.160806
 25-29 	157875.708960	57381.472479	100494.236481
 30-34 	331522.031670	132168.340179	199353.691490
 35-39 	533294.747437	228114.144905	305180.602531
 40-44 	659811.853958	291420.659012	368391.194946
 45-49 	738218.886278	335672.665521	402546.220757
 50-54 	873294.130882	391570.168228	481723.962654
 55-59 	999972.536793	423519.918125	576452.618668
 60-64 	974543.025278	389588.099064	584954.926214
 65-69 	738274.517963	271573.979792	466700.538172
 70-74 	463745.688051	159044.004701	304701.683351
 75-79 	267492.844780	85192.787179	182300.057601
 80+ 	183299.699981	45014.350059	138285.349922
Total	7011158.715034	2848443.182791	4162715.532243
2045			
 0-4	10507.215444	5375.684811	5131.530633
 5-9	9531.364132	4949.202921	4582.161211
 10-14 	9525.937740	5032.307455	4493.630285
 15-19 	12433.271154	5970.887141	6462.384013
 20-24 	47242.694230	16591.244905	30651.449325
 25-29 	157437.418920	57225.737751	100211.681169
 30-34 	328905.202812	130826.146271	198079.056541
 35-39 	526396.376373	224627.386826	301768.989548
 40-44 	664338.441673	294196.169807	370142.271866
 45-49 	728881.839584	330034.456143	398847.383441
 50-54 	846988.058823	383388.362671	463599.696152
 55-59 	969528.569221	413094.844460	556433.724762
 60-64 	979892.733459	394257.136032	585635.597427
 65-69 	772685.515331	285613.462454	487072.052877
 70-74 	492062.357800	167972.023939	324090.333861
 75-79 	284013.010870	89712.239363	194300.771507
 80+ 	197419.886815	48979.273889	148440.612926
Total	7037789.894383	2857846.566838	4179943.327545
2046			
 0-4	10449.750993	5345.805182	5103.945811
 5-9	9454.127071	4909.237488	4544.889584
 10-14 	9388.387295	4960.118858	4428.268436
 15-19 	12242.052364	5873.076044	6368.976320
 20-24 	47088.718524	16540.992907	30547.725616
 25-29 	156713.727121	56934.670592	99779.056529
 30-34 	325736.345551	129192.010780	196544.334770
 35-39 	520912.078613	221735.868546	299176.210068
 40-44 	666462.330864	295832.568245	370629.762619
 45-49 	726228.256868	327677.855608	398550.401260
 50-54 	822934.098207	375054.071793	447880.026414
 55-59 	937419.836739	402456.113140	534963.723598
 60-64 	977548.372131	395643.067081	581905.305050
 65-69 	803343.654215	298819.484214	504524.170001
 70-74 	522374.371790	177515.753219	344858.618571
 75-79 	301041.277103	94485.862251	206555.414852
 80+ 	212235.063272	53088.483600	159146.579672
Total	7061572.448719	2866065.039547	4195507.409172
2047			
 0-4	10401.536051	5320.741913	5080.794138
 5-9	9377.819584	4869.501890	4508.317694
 10-14 	9268.771299	4897.352402	4371.418898
 15-19 	12021.701202	5759.467086	6262.234116
 20-24 	46860.760583	16447.878290	30412.882293
 25-29 	156004.383289	56655.182570	99349.200719
 30-34 	322117.543648	127338.516312	194779.027336
 35-39 	516132.111702	219163.439522	296968.672180
 40-44 	666335.136963	296288.959381	370046.177582
 45-49 	729549.985840	328588.662212	400961.323627
 50-54 	800748.703568	366139.505639	434609.197928
 55-59 	906234.907585	392686.252434	513548.655151
 60-64 	967831.922743	393851.077930	573980.844812
 65-69 	828848.782644	310519.273470	518329.509174
 70-74 	553565.252795	187837.897134	365727.355661
 75-79 	319488.090202	99489.364904	219998.725297
 80+ 	227796.313948	57322.592392	170473.721556
Total	7082583.723645	2873175.665480	4209408.058164
2048			
 0-4	10356.844142	5297.704197	5059.139946
 5-9	9306.860027	4832.278791	4474.581236
 10-14 	9165.216436	4843.054974	4322.161463
 15-19 	11801.028210	5645.137533	6155.890677
 20-24 	46639.628366	16355.136600	30284.491766
 25-29 	155364.648414	56411.575518	98953.072896
 30-34 	318724.438118	125632.937584	193091.500534
 35-39 	510147.481590	216029.261421	294118.220169
 40-44 	665525.100471	296238.894905	369286.205566
 45-49 	737123.703018	331976.942047	405146.760971
 50-54 	780960.095613	357009.211124	423950.884488
 55-59 	877559.858559	384304.474834	493255.383724
 60-64 	951223.302670	389148.786930	562074.515739
 65-69 	848263.529092	320213.117201	528050.411891
 70-74 	585178.455603	198854.185205	386324.270398
 75-79 	339057.459682	104737.566341	234319.893341
 80+ 	244494.113394	61721.592228	182772.521166
Total	7100891.763405	2879251.857433	4221639.905971
2049			
 0-4	10314.845879	5276.264341	5038.581538
 5-9	9242.254658	4798.167213	4444.087444
 10-14 	9076.759823	4796.710846	4280.048977
 15-19 	11613.521095	5548.099986	6065.421109
 20-24 	46414.641027	16259.782688	30154.858338
 25-29 	154783.757021	56191.279814	98592.477207
 30-34 	316672.053223	124648.811409	192023.241814
 35-39 	507556.786942	214696.355103	292860.431839
 40-44 	659892.857483	293476.815956	366416.041527
 45-49 	745004.416649	335999.536240	409004.880409
 50-54 	766029.048833	349135.401640	416893.647193
 55-59 	851579.950069	377004.142590	474575.807480
 60-64 	928770.347399	382104.587376	546665.760023
 65-69 	861133.884993	327553.773170	533580.111822
 70-74 	616378.667353	210287.068874	406091.598478
 75-79 	359776.201278	110393.464495	249382.736783
 80+ 	262330.160393	66200.618519	196129.541874
Total	7116570.154116	2884370.880261	4232199.273855
2050			
 0-4	10276.447141	5256.741547	5019.705594
 5-9	9184.656656	4767.625343	4417.031313
 10-14 	8999.799034	4756.378347	4243.420687
 15-19 	11454.262363	5466.178440	5988.083923
 20-24 	46152.562910	16145.019142	30007.543768
 25-29 	154297.038312	56010.801907	98286.236405
 30-34 	315857.938580	124330.137585	191527.800995
 35-39 	505376.377968	213568.567917	291807.810051
 40-44 	653195.950279	290000.076271	363195.874008
 45-49 	750717.036850	339382.640038	411334.396812
 50-54 	757538.600612	343716.460701	413822.139912
 55-59 	827794.193104	370005.105972	457789.087132
 60-64 	902183.134113	373604.382286	528578.751827
 65-69 	867013.932362	332177.363405	534836.568956
 70-74 	645774.424788	221579.950941	424194.473846
 75-79 	382218.442829	116767.847785	265450.595043
 80+ 	280420.999540	70450.962660	209970.036880
Total	7128455.797441	2887986.240287	4240469.557154
